Vendor,Product,Product Number,Serial Number,MAC,Software,Release Year?,Location
Moxa Nport Device,UA+AC0-Mariupol1,,,00:90:e8:33:3a:00,,,
Moxa Nport Device,NE+AC0-4110A+AF8-2339,,,00:90:e8:33:49:16,,,
Moxa Nport Device,NP5110+AF8-306,,,00:90:e8:33:68:8a,,,
Moxa Nport Device,NP5110+AF8-607,,,00:90:e8:33:69:b7,,,
Moxa Nport Device,UKLONCOR1001CM,,,00:90:e8:33:6c:2f,,,
Moxa Nport Device,NP6610+AC0-32+AF8-8096,,,00:90:e8:33:6c:39,,,
Moxa Nport Device,CNGUZYUJ8001CM,,,00:90:e8:33:6c:45,,,
Moxa Nport Device,CNHEFHEH1001CM,,,00:90:e8:33:6c:4d,,,
Moxa Nport Device,MYKULMAH1001CM,,,00:90:e8:33:6c:4f,,,
Moxa Nport Device,5232+AC0-N+AF8-4346,,,00:90:e8:33:6e:19,,,
Moxa Nport Device,5232+AC0-N+AF8-4380,,,00:90:e8:33:6e:3b,,,
Moxa Nport Device,5232+AC0-N+AF8-4394,,,00:90:e8:33:6e:49,,,
Moxa Nport Device,5232+AC0-N+AF8-4472,,,00:90:e8:33:6e:97,,,
Moxa Nport Device,5232+AC0-N+AF8-4491,,,00:90:e8:33:6e:aa,,,
Moxa Nport Device,5232+AC0-N+AF8-4495,,,00:90:e8:33:6e:ae,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSDPA+AF8-4864,,,00:90:e8:33:74:88,,,
Moxa Nport Device,G3110+AF8-5146,,,00:90:e8:33:74:89,,,
Moxa Nport Device,G3110+AF8-5146,,,00:90:e8:33:74:89,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSDPA+AF8-4864,,,00:90:e8:33:74:9c,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSDPA+AF8-4864,,,00:90:e8:33:74:a9,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSDPA+AF8-4864,,,00:90:e8:33:74:ad,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSDPA+AF8-4864,,,00:90:e8:33:74:ad,,,
Moxa Nport Device,NP5450+AF8-4394,,,00:90:e8:33:74:f2,,,
Moxa Nport Device,E2210+AF8-4894,,,00:90:e8:33:78:14,,,
Moxa Nport Device,HC4120,,,00:90:e8:33:79:52,,,
Moxa Nport Device,OnCell+AF8-G3150+AF8-V2+AF8-643,,,00:90:e8:33:85:32,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-2454,,,00:90:e8:33:9d:ea,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-2465,,,00:90:e8:33:9d:f5,,,
Moxa Nport Device,10115,,,00:90:e8:33:9d:f6,,,
Moxa Nport Device,MOXA13+AF8-G3110+AC0-HSPA+AF8-2703,,,00:90:e8:33:a2:ae,,,
Moxa Nport Device,MOXA13+AF8-G3110+AC0-HSPA+AF8-2703,,,00:90:e8:33:a2:ae,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-2714,,,00:90:e8:33:a2:b9,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-2748,,,00:90:e8:33:a2:db,,,
Moxa Nport Device,NCU+AF8-GMT+AF8-2,,,00:90:e8:33:a5:ee,,,
Moxa Nport Device,NP5110+AF8-4272,,,00:90:e8:33:a7:c3,,,
Moxa Nport Device,YMS07,,,00:90:e8:33:a8:00,,,
Moxa Nport Device,NP5110+AF8-4367,,,00:90:e8:33:a8:22,,,
Moxa Nport Device,NP5110+AF8-5022,,,00:90:e8:33:aa:b1,,,
Moxa Nport Device,MiiNePort+AF8-E1+AF8-1557,,,00:90:e8:33:ba:61,,,
Moxa Nport Device,NP5130+AF8-44,,,00:90:e8:33:be:43,,,
Moxa Nport Device,NP5130+AF8-246,,,00:90:e8:33:bf:0d,,,
Moxa Nport Device,Achinsk1,,,00:90:e8:33:bf:e0,,,
Moxa Nport Device,NP5110+AF8-3361,,,00:90:e8:33:cd:42,,,
Moxa Nport Device,NP5110+AF8-3557,,,00:90:e8:33:ce:06,,,
Moxa Nport Device,YMS17,,,00:90:e8:33:d0:8d,,,
Moxa Nport Device,NP5610+AC0-16+AF8-4327,,,00:90:e8:33:d9:ac,,,
Moxa Nport Device,MiiNePort+AF8-E1+AF8-2459,,,00:90:e8:33:df:52,,,
Moxa Nport Device,MiiNePort+AF8-E1+AF8-2460,,,00:90:e8:33:df:53,,,
Moxa Nport Device,MiiNePort+AF8-E1+AF8-2461,,,00:90:e8:33:df:54,,,
Moxa Nport Device,MiiNePort+AF8-E1+AF8-2463,,,00:90:e8:33:df:56,,,
Moxa Nport Device,MiiNePort+AF8-E1+AF8-2471,,,00:90:e8:33:df:5e,,,
Moxa Nport Device,MiiNePort+AF8-E1+AF8-2482,,,00:90:e8:33:df:69,,,
Moxa Nport Device,NP5450I+AF8-2397+AF8-Cpower+AF8-ais,,,00:90:e8:33:fd:71,,,
Moxa Nport Device,NP5232+AF8-197,,,00:90:e8:33:fe:7c,,,
Moxa Nport Device,NP5130A+AF8-5807,,,00:90:e8:34:03:52,,,
Moxa Nport Device,NP5130A+AF8-5997,,,00:90:e8:34:04:10,,,
Moxa Nport Device,Tyubuk,,,00:90:e8:34:19:2d,,,
Moxa Nport Device,ashinskii+AF8-leshoz,,,00:90:e8:34:19:42,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-1862,,,00:90:e8:34:19:43,,,
Moxa Nport Device,RUDNICHYI,,,00:90:e8:34:19:4b,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-1873,,,00:90:e8:34:19:4e,,,
Moxa Nport Device,CHELYABINSK,,,00:90:e8:34:19:55,,,
Moxa Nport Device,NP5110+AF8-629,,,00:90:e8:34:22:ca,,,
Moxa Nport Device,NP5110+AF8-666,,,00:90:e8:34:22:ef,,,
Moxa Nport Device,NP5110+AF8-677,,,00:90:e8:34:22:fa,,,
Moxa Nport Device,Hunter+AF8-House,,,00:90:e8:34:23:1d,,,
Moxa Nport Device,NP5110+AF8-1108,,,00:90:e8:34:24:a9,,,
Moxa Nport Device,NP5110+AF8-1112,,,00:90:e8:34:24:ad,,,
Moxa Nport Device,NP5110+AF8-1127,,,00:90:e8:34:24:bc,,,
Moxa Nport Device,NP5110+AF8-1376,,,00:90:e8:34:25:b5,,,
Moxa Nport Device,NP5110+AF8-1424,,,00:90:e8:34:25:e5,,,
Moxa Nport Device,NP5110+AF8-1524,,,00:90:e8:34:26:49,,,
Moxa Nport Device,NP5110+AF8-1585,,,00:90:e8:34:26:86,,,
Moxa Nport Device,7789,,,00:90:e8:34:26:88,,,
Moxa Nport Device,NP5110+AF8-1653,,,00:90:e8:34:26:ca,,,
Moxa Nport Device,NP5110+AF8-1784,,,00:90:e8:34:27:4d,,,
Moxa Nport Device,,,,00:90:e8:34:27:7c,,,
Moxa Nport Device,NP5110+AF8-1842,,,00:90:e8:34:27:87,,,
Moxa Nport Device,NP5110+AF8-1862,,,00:90:e8:34:27:9b,,,
Moxa Nport Device,BlokPostNovorossiisk,,,00:90:e8:34:27:c3,,,
Moxa Nport Device,NP5110+AF8-1962,,,00:90:e8:34:27:ff,,,
Moxa Nport Device,NP5110+AF8-2007,,,00:90:e8:34:28:2c,,,
Moxa Nport Device,NP5110+AF8-2082,,,00:90:e8:34:28:77,,,
Moxa Nport Device,NP5110+AF8-2292,,,00:90:e8:34:29:49,,,
Moxa Nport Device,NP5110+AF8-2331,,,00:90:e8:34:29:70,,,
Moxa Nport Device,NbyWhiOC,,,00:90:e8:34:2f:60,,,
Moxa Nport Device,OnCell+AF8-5104+AF8-6221,,,00:90:e8:34:31:95,,,
Moxa Nport Device,OnCell+AF8-5104+AF8-6221,,,00:90:e8:34:31:95,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3297,,,00:90:e8:34:43:7a,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3306,,,00:90:e8:34:43:83,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3354,,,00:90:e8:34:43:b3,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3360,,,00:90:e8:34:43:b9,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3374,,,00:90:e8:34:43:c7,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3483,,,00:90:e8:34:44:34,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3513,,,00:90:e8:34:44:52,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3532,,,00:90:e8:34:44:65,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3583,,,00:90:e8:34:44:98,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3607,,,00:90:e8:34:44:b0,,,
Moxa Nport Device,NE+AC0-4110+AF8-3610+AF8-KS104,,,00:90:e8:34:44:b3,,,
Moxa Nport Device,No,,,00:90:e8:34:44:d4,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3769,,,00:90:e8:34:45:52,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3772,,,00:90:e8:34:45:55,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3885,,,00:90:e8:34:45:c6,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3915,,,00:90:e8:34:45:e4,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3979,,,00:90:e8:34:46:24,,,
Moxa Nport Device,NE+AC0-4110S+AF8-4085,,,00:90:e8:34:46:8e,,,
Moxa Nport Device,NE+AC0-4110S+AF8-4088,,,00:90:e8:34:46:91,,,
Moxa Nport Device,NE+AC0-4110S+AF8-4148q,,,00:90:e8:34:46:cd,,,
Moxa Nport Device,BWR1+AC0-Modem,,,00:90:e8:34:48:61,,,
Moxa Nport Device,BWR1+AC0-Modem,,,00:90:e8:34:48:61,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-4568,,,00:90:e8:34:48:67,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-4569,,,00:90:e8:34:48:68,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-4583,,,00:90:e8:34:48:76,,,
Moxa Nport Device,5232+AC0-N+AF8-9520,,,00:90:e8:34:4d:eb,,,
Moxa Nport Device,5232+AC0-N+AF8-9536,,,00:90:e8:34:4d:fb,,,
Moxa Nport Device,JA+AC0-RGAP+AC0-CH01,,,00:90:e8:34:4e:a4,,,
Moxa Nport Device,JA+AC0-RGAP+AC0-CH01,,,00:90:e8:34:4e:a4,,,
Moxa Nport Device,JA+AC0-RGAP+AC0-CH01,,,00:90:e8:34:4e:a4,,,
Moxa Nport Device,JA+AC0-RGAP+AC0-CH01,,,00:90:e8:34:4e:a4,,,
Moxa Nport Device,JA+AC0-RGAP+AC0-CH01,,,00:90:e8:34:4e:a4,,,
Moxa Nport Device,JA+AC0-RGAP+AC0-CH01,,,00:90:e8:34:4e:a4,,,
Moxa Nport Device,JA+AC0-RGAP+AC0-SE01,,,00:90:e8:34:4e:a6,,,
Moxa Nport Device,JA+AC0-RGAP+AC0-MQ01,,,00:90:e8:34:4e:aa,,,
Moxa Nport Device,DeltaSecurity,,,00:90:e8:34:4e:e6,,,
Moxa Nport Device,mmkm+AC0-ts,,,00:90:e8:34:4e:fa,,,
Moxa Nport Device,JA+AC0-RGAP+AC0-TR01,,,00:90:e8:34:4f:06,,,
Moxa Nport Device,NP6450+AF8-1614,,,00:90:e8:34:4f:0e,,,
Moxa Nport Device,JA+AC0-RGAP+AC0-UA01,,,00:90:e8:34:4f:1d,,,
Moxa Nport Device,JA+AC0-RGAP+AC0-FR01,,,00:90:e8:34:4f:35,,,
Moxa Nport Device,NP6450+AF8-1667,,,00:90:e8:34:4f:43,,,
Moxa Nport Device,JA+AC0-RGAP+AC0-GR01,,,00:90:e8:34:4f:54,,,
Moxa Nport Device,NP6150+AF8-1725,,,00:90:e8:34:51:be,,,
Moxa Nport Device,NbyMcdOC,,,00:90:e8:34:51:f5,,,
Moxa Nport Device,NbyHumOC,,,00:90:e8:34:51:fc,,,
Moxa Nport Device,Nbysha,,,00:90:e8:34:52:08,,,
Moxa Nport Device,NbyBriOC,,,00:90:e8:34:52:20,,,
Moxa Nport Device,OnCell+AF8-G3150+AC0-,,,00:90:e8:34:52:21,,,
Moxa Nport Device,NP5410+AF8-8005,,,00:90:e8:34:5d:df,,,
Moxa Nport Device,NP5150+AF8-8527,,,00:90:e8:34:81:44,,,
Moxa Nport Device,NP5150+AF8-8570,,,00:90:e8:34:81:6f,,,
Moxa Nport Device,NP5150+AF8-8570,,,00:90:e8:34:81:6f,,,
Moxa Nport Device,NP5150+AF8-8570,,,00:90:e8:34:81:6f,,,
Moxa Nport Device,NP5150+AF8-9078,,,00:90:e8:34:83:6b,,,
Moxa Nport Device,NP5150+AF8-9214,,,00:90:e8:34:83:f3,,,
Moxa Nport Device,NP5610+AC0-8+AF8-4705,,,00:90:e8:34:8b:b1,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-1471,,,00:90:e8:34:8c:ff,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-1471,,,00:90:e8:34:8c:ff,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-1491,,,00:90:e8:34:8d:06,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-1479,,,00:90:e8:34:8d:07,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-1474,,,00:90:e8:34:8d:0e,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-1474,,,00:90:e8:34:8d:0e,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-1474,,,00:90:e8:34:8d:17,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-1474,,,00:90:e8:34:8d:1a,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-1474,,,00:90:e8:34:8d:1f,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-1474,,,00:90:e8:34:8d:23,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-1511,,,00:90:e8:34:8d:27,,,
Moxa Nport Device,rrcmpi+AC0-con+AC0-02,,,00:90:e8:34:8e:76,,,
Moxa Nport Device,NP5430I+AF8-6108,,,00:90:e8:34:95:d2,,,
Moxa Nport Device,NP5110+AF8-2228,,,00:90:e8:34:98:90,,,
Moxa Nport Device,NP5110+AF8-2336,,,00:90:e8:34:98:fc,,,
Moxa Nport Device,NP5110+AF8-2376,,,00:90:e8:34:99:24,,,
Moxa Nport Device,NP5110+AF8-2475,,,00:90:e8:34:99:87,,,
Moxa Nport Device,NP5110+AF8-2487,,,00:90:e8:34:99:93,,,
Moxa Nport Device,StavropolEvropeiskii+AF8-2503,,,00:90:e8:34:99:a3,,,
Moxa Nport Device,NP5110+AF8-2610,,,00:90:e8:34:9a:0e,,,
Moxa Nport Device,NP5110+AF8-2610,,,00:90:e8:34:9a:0e,,,
Moxa Nport Device,Kishenev,,,00:90:e8:34:9a:11,,,
Moxa Nport Device,NP5110+AF8-2614,,,00:90:e8:34:9a:12,,,
Moxa Nport Device,NP5110+AF8-2617,,,00:90:e8:34:9a:15,,,
Moxa Nport Device,NP5110+AF8-2622,,,00:90:e8:34:9a:1a,,,
Moxa Nport Device,NP5110+AF8-2740,,,00:90:e8:34:9a:90,,,
Moxa Nport Device,NP5110+AF8-2780,,,00:90:e8:34:9a:b8,,,
Moxa Nport Device,,,,00:90:e8:34:9a:d2,,,
Moxa Nport Device,Wittchen,,,00:90:e8:34:9a:d9,,,
Moxa Nport Device,NP5110+AF8-2932,,,00:90:e8:34:9b:50,,,
Moxa Nport Device,NP5110+AF8-3037,,,00:90:e8:34:9b:b9,,,
Moxa Nport Device,NP5110+AF8-3103,,,00:90:e8:34:9b:fb,,,
Moxa Nport Device,5110+AF8-3120+AF8-Lu55,,,00:90:e8:34:9c:0c,,,
Moxa Nport Device,revolution,,,00:90:e8:34:9c:0e,,,
Moxa Nport Device,Oksa,,,00:90:e8:34:9c:20,,,
Moxa Nport Device,NP5110+AF8-3142+AF8-KS124,,,00:90:e8:34:9c:22,,,
Moxa Nport Device,NP5110+AF8-3186,,,00:90:e8:34:9c:4e,,,
Moxa Nport Device,NP5110+AF8-3324,,,00:90:e8:34:9c:d8,,,
Moxa Nport Device,NP5110+AF8-3348,,,00:90:e8:34:9c:f0,,,
Moxa Nport Device,NP5110+AF8-3398,,,00:90:e8:34:9d:22,,,
Moxa Nport Device,NP5110+AF8-3504,,,00:90:e8:34:9d:8c,,,
Moxa Nport Device,Malavitsa,,,00:90:e8:34:9d:a4,,,
Moxa Nport Device,NP5110+AF8-3536,,,00:90:e8:34:9d:ac,,,
Moxa Nport Device,NP5110+AF8-3549+AF8-Planeta,,,00:90:e8:34:9d:b9,,,
Moxa Nport Device,NP5110+AF8-3559,,,00:90:e8:34:9d:c3,,,
Moxa Nport Device,NP5110+AF8-3622,,,00:90:e8:34:9e:02,,,
Moxa Nport Device,NP5110+AF8-3631,,,00:90:e8:34:9e:0b,,,
Moxa Nport Device,milavica,,,00:90:e8:34:9e:1a,,,
Moxa Nport Device,NP5110+AF8-3703,,,00:90:e8:34:9e:53,,,
Moxa Nport Device,NP5110+AF8-3805,,,00:90:e8:34:9e:b9,,,
Moxa Nport Device,NP5110+AF8-3814,,,00:90:e8:34:9e:c2,,,
Moxa Nport Device,NP5110+AF8-3816,,,00:90:e8:34:9e:c4,,,
Moxa Nport Device,NP5110+AF8-4015,,,00:90:e8:34:9f:8b,,,
Moxa Nport Device,NP5110+AF8-4017,,,00:90:e8:34:9f:8d,,,
Moxa Nport Device,NP5110+AF8-4020,,,00:90:e8:34:9f:90,,,
Moxa Nport Device,NP5110+AF8-4048,,,00:90:e8:34:9f:ac,,,
Moxa Nport Device,NP5110+AF8-4050,,,00:90:e8:34:9f:ae,,,
Moxa Nport Device,NP5110+AF8-4174,,,00:90:e8:34:a0:2a,,,
Moxa Nport Device,Muelle+AF8-4,,,00:90:e8:34:ac:18,,,
Moxa Nport Device,Muelle+AF8-4,,,00:90:e8:34:ac:18,,,
Moxa Nport Device,Muelle+AF8-4,,,00:90:e8:34:ac:18,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-62,,,00:90:e8:34:ac:1c,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-73,,,00:90:e8:34:ac:27,,,
Moxa Nport Device,Muelle+AF8-2,,,00:90:e8:34:ac:2e,,,
Moxa Nport Device,Muelle+AF8-2,,,00:90:e8:34:ac:2e,,,
Moxa Nport Device,Muelle+AF8-2,,,00:90:e8:34:ac:2e,,,
Moxa Nport Device,Muelle+AF8-2,,,00:90:e8:34:ac:2e,,,
Moxa Nport Device,Muelle Lezo 2+AC0-3,,,00:90:e8:34:ac:3b,,,
Moxa Nport Device,NP5210+AF8-Pavlova+AF8-12+AF8-miass,,,00:90:e8:34:b4:f5,,,
Moxa Nport Device,FSYS+AF8-VI+AF8-PATRICIA+AF8-PILAR,,,00:90:e8:34:b6:d9,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-2788,,,00:90:e8:34:b6:df,,,
Moxa Nport Device,OnCell+AF8-5104+AC0-HSPA+AF8-2850,,,00:90:e8:34:b7:2e,,,
Moxa Nport Device,OnCell+AF8-5104+AC0-HSPA+AF8-4064,,,00:90:e8:34:b7:33,,,
Moxa Nport Device,NP5130+AF8-443,,,00:90:e8:34:bc:a3,,,
Moxa Nport Device,NP5130+AF8-479,,,00:90:e8:34:bc:c7,,,
Moxa Nport Device,OnCell+AF8-G3150+AF8-V2+AF8-2119,,,00:90:e8:34:d1:12,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-2476+AF8-FS+AF8-Skradin+AF8-centar,,,00:90:e8:34:d6:69,,,
Moxa Nport Device,Rogoznica5+AF8-OnCell+AF8-G3111+AF8-2529,,,00:90:e8:34:d6:9e,,,
Moxa Nport Device,NE+AC0-4100T+AF8-8749,,,00:90:e8:34:e2:0a,,,
Moxa Nport Device,NP5150A+AF8-9066,,,00:90:e8:34:f6:90,,,
Moxa Nport Device,NP5130+AF8-7038,,,00:90:e8:34:fe:16,,,
Moxa Nport Device,NP5130+AF8-7135,,,00:90:e8:34:fe:77,,,
Moxa Nport Device,NP5130+AF8-7196,,,00:90:e8:34:fe:b4,,,
Moxa Nport Device,NP5130+AF8-7221,,,00:90:e8:34:fe:cd,,,
Moxa Nport Device,NP5150+AF8-8790,,,00:90:e8:35:04:3a,,,
Moxa Nport Device,NP5130A+AF8-KSAIS,,,00:90:e8:35:08:5b,,,
Moxa Nport Device,NP5110A+AF8-306,,,00:90:e8:35:09:ee,,,
Moxa Nport Device,BC+AF8-Adamant,,,00:90:e8:35:15:3f,,,
Moxa Nport Device,Desna+AF8-Neva,,,00:90:e8:35:15:50,,,
Moxa Nport Device,JA+AC0-RGAP+AC0-NO01,,,00:90:e8:35:15:d4,,,
Moxa Nport Device,castellote,,,00:90:e8:35:2f:53,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-8905,,,00:90:e8:35:2f:a8,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-8905,,,00:90:e8:35:2f:a8,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-8905,,,00:90:e8:35:2f:a8,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-2280,,,00:90:e8:35:2f:f1,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-3744,,,00:90:e8:35:41:0e,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-3768,,,00:90:e8:35:41:26,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-3776,,,00:90:e8:35:41:2e,,,
Moxa Nport Device,GOKHUYUK,,,00:90:e8:35:41:2f,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-3785,,,00:90:e8:35:41:37,,,
Moxa Nport Device,NP5230+AF8-9149,,,00:90:e8:35:49:93,,,
Moxa Nport Device,MG+AC0-MB3180+AF8-1304,,,00:90:e8:35:62:4f,,,
Moxa Nport Device,MG+AC0-MB3180+AF8-1321,,,00:90:e8:35:62:60,,,
Moxa Nport Device,NPortW2150A+AF8-3928,,,00:90:e8:35:66:e9,,,
Moxa Nport Device,MOXA15+AF8-G3110+AC0-HSPA+AF8-2703,,,00:90:e8:35:68:69,,,
Moxa Nport Device,MOXA15+AF8-G3110+AC0-HSPA+AF8-2703,,,00:90:e8:35:68:69,,,
Moxa Nport Device,MOXA15+AF8-G3110+AC0-HSPA+AF8-2703,,,00:90:e8:35:68:69,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8118,,,00:90:e8:35:68:6b,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-4589,,,00:90:e8:35:68:6f,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-4589,,,00:90:e8:35:68:6f,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8058,,,00:90:e8:35:68:73,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-2748,,,00:90:e8:35:68:74,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8130,,,00:90:e8:35:68:77,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8132,,,00:90:e8:35:68:79,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-2748,,,00:90:e8:35:68:81,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-2748,,,00:90:e8:35:68:81,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8142,,,00:90:e8:35:68:83,,,
Moxa Nport Device,MOXA11+AF8-G3110+AC0-HSPA+AF8-2703,,,00:90:e8:35:68:89,,,
Moxa Nport Device,MOXA11+AF8-G3110+AC0-HSPA+AF8-2703,,,00:90:e8:35:68:89,,,
Moxa Nport Device,MOXA11+AF8-G3110+AC0-HSPA+AF8-2703,,,00:90:e8:35:68:89,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8156,,,00:90:e8:35:68:91,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-2748,,,00:90:e8:35:68:92,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-2748,,,00:90:e8:35:68:92,,,
Moxa Nport Device,Vittori34,,,00:90:e8:35:74:8d,,,
Moxa Nport Device,Lanna,,,00:90:e8:35:74:d4,,,
Moxa Nport Device,Vittori01,,,00:90:e8:35:74:d5,,,
Moxa Nport Device,W5312+AF8-4138,,,00:90:e8:35:75:7e,,,
Moxa Nport Device,Moxa+AF8-NP5410+AF8-Gjovik,,,00:90:e8:35:77:c2,,,
Moxa Nport Device,Ala+AF8-VTJ,,,00:90:e8:35:7e:4c,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-1675,,,00:90:e8:35:86:53,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-1729,,,00:90:e8:35:86:89,,,
Moxa Nport Device,NP5110+AF8-3176,,,00:90:e8:35:8a:2d,,,
Moxa Nport Device,NP5110+AF8-3682,,,00:90:e8:35:8c:27,,,
Moxa Nport Device,Pluvero+AC0-10000,,,00:90:e8:35:8c:36,,,
Moxa Nport Device,NP5110+AF8-4164,,,00:90:e8:35:8e:09,,,
Moxa Nport Device,NP5110+AF8-4766,,,00:90:e8:35:90:63,,,
Moxa Nport Device,NE+AC0-4110S+AF8-538,,,00:90:e8:35:97:10,,,
Moxa Nport Device,NE+AC0-4110S+AF8-915,,,00:90:e8:35:98:89,,,
Moxa Nport Device,NE+AC0-4110S+AF8-1436,,,00:90:e8:35:9a:92,,,
Moxa Nport Device,NE+AC0-4110S+AF8-1470,,,00:90:e8:35:9a:b4,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-3355,,,00:90:e8:35:9c:d6,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-3356,,,00:90:e8:35:9c:d7,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-3358,,,00:90:e8:35:9c:d9,,,
Moxa Nport Device,Venevere+AF8-PK,,,00:90:e8:35:9c:ea,,,
Moxa Nport Device,20019+AF8-G3110,,,00:90:e8:35:9c:ed,,,
Moxa Nport Device,Paasvere+AF8-PK,,,00:90:e8:35:9c:f3,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-3389+AF8-Kraszewice,,,00:90:e8:35:9c:f8,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-3881,,,00:90:e8:35:9d:71,,,
Moxa Nport Device,1514,,,00:90:e8:35:9d:72,,,
Moxa Nport Device,1514,,,00:90:e8:35:9d:72,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-3956,,,00:90:e8:35:9d:bc,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-3959,,,00:90:e8:35:9d:bf,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-3959,,,00:90:e8:35:9d:bf,,,
Moxa Nport Device,NP5232+AF8-5075,,,00:90:e8:35:a2:64,,,
Moxa Nport Device,Dobr,,,00:90:e8:35:a3:25,,,
Moxa Nport Device,NP5230+AF8-5937,,,00:90:e8:35:a6:26,,,
Moxa Nport Device,NP5230+AF8-5963,,,00:90:e8:35:a6:40,,,
Moxa Nport Device,NP5230+AF8-6211,,,00:90:e8:35:a7:38,,,
Moxa Nport Device,NP5150+AF8-1807,,,00:90:e8:35:b8:65,,,
Moxa Nport Device,NP5150+AF8-2594,,,00:90:e8:35:bb:78,,,
