Vendor,Product,Product Number,Serial Number,MAC,Software,Exclude
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:94:bf,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:94:cc,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:94:f5,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:94:ff,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:01,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:01,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:02,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:0e,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:1d,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:2e,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:2e,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:2e,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:43,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:76,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:76,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:8a,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:90,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:b1,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:b6,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:b6,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:be,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:c1,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:c5,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:ce,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:ce,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:f3,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:95:f4,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:96:08,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:96:dd,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:96:eb,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:96:f5,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:96:fd,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:96:fe,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:97:02,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:97:03,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:97:16,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:97:23,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:97:35,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:97:36,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:97:3d,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:97:3f,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:97:45,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:af:e0,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:af:e6,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:af:eb,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b0:04,,
Allied Telesis Holdings K.K.,iMG616BD+AC0-R2,iMG616BD+AC0-R2+AC0-main,,00:0d:da:0d:b2:5e,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b2:65,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b2:6b,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b2:98,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b2:98,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b2:98,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b2:98,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b2:ac,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b2:af,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b2:b0,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b2:c5,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b2:e5,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:07,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:15,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:1b,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:1b,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:1b,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:1b,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:2b,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:36,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:58,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:6b,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:74,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:76,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:77,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:83,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:a2,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:aa,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:b3:b1,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:c3:d6,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:c3:d6,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:c4:18,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:c4:2d,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:c4:32,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:c4:32,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:c4:39,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:c4:42,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:c4:48,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:c4:54,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:c4:63,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:c4:6b,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:c4:73,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:c4:76,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:c4:77,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:d2:9f,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:d2:b8,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:d2:b8,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:d2:c8,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:d2:c8,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:d2:d4,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:d2:d4,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:d2:f3,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:d2:f3,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:d3:62,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:d3:62,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d4:d2,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d4:ee,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d5:42,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d5:42,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d6:3e,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d6:3e,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d6:41,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d6:41,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d6:42,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d6:42,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d6:42,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d6:8e,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d6:8e,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d6:e9,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d6:e9,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d7:14,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:d7:14,,
Allied Telesis Holdings K.K.,iMG616BD+AC0-R2,iMG616BD+AC0-R2+AC0-main,,00:0d:da:0e:88:86,,
Allied Telesis Holdings K.K.,iMG616BD+AC0-R2,iMG616BD+AC0-R2+AC0-main,,00:0d:da:0e:89:b7,,
Allied Telesis Holdings K.K.,iMG616BD+AC0-R2,iMG616BD+AC0-R2+AC0-main,,00:0d:da:0e:cc:6f,,
Allied Telesis Holdings K.K.,iMG616BD+AC0-R2,iMG616BD+AC0-R2+AC0-main,,00:0d:da:0e:cc:6f,,
Allied Telesis Holdings K.K.,iMG616BD+AC0-R2,iMG616BD+AC0-R2+AC0-main,,00:0d:da:0e:cc:e3,,
Allied Telesis Holdings K.K.,iMG616BD+AC0-R2,iMG616BD+AC0-R2+AC0-main,,00:0d:da:0e:cc:e3,,
