Vendor,Product,Product Number,Serial Number,MAC,Software,Exclude
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:ef:86,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:ef:86,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f0:22,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f0:74,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f0:74,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f0:c3,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f0:c8,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f1:32,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f1:32,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f1:6b,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f1:98,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f1:98,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f2:10,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f2:10,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f2:4c,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f2:57,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f2:b7,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f2:b7,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG634A,iMG634A+AC0-MAIN,,00:0d:da:08:f9:7d,3+AC0-5 release 83,
Allied Telesis Holdings K.K.,iMG634B,iMG634B+AC0-MAIN,,00:0d:da:09:d1:28,3+AC0-5 release 83+AF8-03+AF8-103+AF8-21+AF8-01,
Allied Telesis Holdings K.K.,iMG634B,iMG634B+AC0-MAIN,,00:0d:da:09:d3:18,3+AC0-5 release 83+AF8-03+AF8-103+AF8-21+AF8-01,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fd:a6,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fd:aa,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fd:ab,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fd:ac,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fd:b3,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fd:be,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fd:c7,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fd:ca,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fe:7f,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fe:80,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fe:81,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fe:83,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fe:84,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fe:8a,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fe:8c,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fe:8f,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fe:94,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fe:96,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fe:9b,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:fe:b7,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:ff:27,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:ff:2f,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:ff:36,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:ff:37,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:ff:39,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:ff:3a,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:ff:44,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:ff:47,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:ff:4a,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:ff:4c,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:ff:50,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:ff:52,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:ff:69,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:ff:6a,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:ff:6e,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:09:ff:7a,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:00:27,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:00:29,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:00:2a,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:00:37,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:00:49,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:00:4a,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:00:4c,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:00:50,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:00:57,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:00:5d,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:00:66,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:00:69,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:00:6a,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:00:92,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:00:95,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:00:c3,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:01:1a,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:01:1c,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:01:1d,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:01:1e,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:01:30,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:01:34,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:01:36,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:01:38,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:01:96,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:03:6b,3+AC0-5 release 83+AF8-03+AF8-69,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:15:7a,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:15:90,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:15:da,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:16:6e,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:16:7a,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:17:13,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:17:56,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:17:7b,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:17:8f,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:1f:dd,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:1f:f5,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:21:11,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0a:23:0a,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0a:e6:89,3+AC0-8+AC0-02 release 25,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0a:e6:e6,3+AC0-8+AC0-02 release 25,
Allied Telesis Holdings K.K.,iMG646BD,iMG600E,,00:0d:da:0a:e7:b8,2+AC0-5 release 55+AF8-10+AF8-12+AF8-05,
Allied Telesis K.K.,iMG646BD,iMG600E,,00:0d:da:0a:e9:44,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0b:08:2d,3+AC0-5 release 83,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0b:08:84,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0b:0b:0b,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0b:0b:10,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0b:0b:2c,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0b:0b:34,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0b:0b:4e,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0b:0b:4e,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0b:0b:c1,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0b:0b:da,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0b:0c:06,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0b:0c:74,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0b:0f:11,3+AC0-5 release 83+AF8-03+AF8-113,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0b:13:ef,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0b:14:33,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0b:1e:fc,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0b:1f:c4,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0b:20:11,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0b:20:ef,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0b:22:5f,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0b:26:7e,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0b:2c:8a,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:3f:3d,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:3f:d3,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:3f:f5,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:40:39,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:40:d2,3+AC0-8 release 105,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:41:2e,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:41:c5,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:41:e1,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:42:44,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis Holdings K.K.,iMG606BD,iMG600E,,00:0d:da:0b:42:a3,2+AC0-5 release 55+AF8-10+AF8-12+AF8-05,
Allied Telesis Holdings K.K.,iMG606BD,iMG600E,,00:0d:da:0b:42:b7,2+AC0-5 release 55+AF8-10+AF8-12+AF8-05,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:43:1d,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:43:28,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:43:43,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:43:aa,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:43:d1,3+AC0-8 release 105,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:43:da,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis Holdings K.K.,iMG606BD,iMG600E,,00:0d:da:0b:43:f3,2+AC0-5 release 55+AF8-10+AF8-12+AF8-05,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:44:20,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:44:53,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:44:72,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:44:8a,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis K.K.,iMG606BD,iMG600E,,00:0d:da:0b:44:9a,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:48:22,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:48:d4,3+AC0-7+AC0-04 release 31,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:48:fc,3+AC0-7+AC0-01 release 26,
Allied Telesis K.K.,iMG646BD,iMG600E,,00:0d:da:0b:75:91,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:78:46,3+AC0-7 release 148+AF8-01+AF8-34,
Allied Telesis Holdings K.K.,iMG646BD,iMG600E,,00:0d:da:0b:79:27,2+AC0-5 release 55+AF8-10+AF8-61,
Allied Telesis K.K.,iMG646BD,iMG600E,,00:0d:da:0b:79:ea,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis K.K.,iMG646BD,iMG600E,,00:0d:da:0b:7f:5f,2+AC0-4 release 58+AF8-02+AF8-03,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:83:76,3+AC0-8+AC0-02 release 25,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:84:98,3+AC0-8+AC0-02 release 25,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:85:a4,3+AC0-8+AC0-02 release 25,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:86:03,3+AC0-8+AC0-02 release 25,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:86:3f,3+AC0-8+AC0-02 release 25,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:86:92,3+AC0-8+AC0-02 release 25,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:86:92,3+AC0-8+AC0-02 release 25,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:88:55,3+AC0-8+AC0-02 release 25,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:89:24,3+AC0-8+AC0-05 release 04,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:89:33,3+AC0-8+AC0-02 release 25,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:89:33,3+AC0-8+AC0-02 release 25,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:8b:97,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:8b:f0,3+AC0-8+AC0-02 release 25,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:8c:1c,3+AC0-8+AC0-02 release 25,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:8c:a0,3+AC0-8+AC0-02 release 25,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:8d:1f,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:8d:26,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:8d:37,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:8d:3f,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:8d:72,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:8f:3f,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:8f:4f,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:8f:5e,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG646BD,RG6X6E,,00:0d:da:0b:8f:6a,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c3:8d,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c4:c9,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c5:15,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c5:3e,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c5:44,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c5:4e,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c5:62,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c6:54,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c6:76,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c6:d2,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c6:ea,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c7:01,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c7:30,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c7:83,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c7:88,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c7:a6,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c7:aa,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c8:72,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c8:9f,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c8:a1,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:c8:a5,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:cb:52,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:cb:d5,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:ce:b1,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:ce:ee,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d1:15,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d2:b9,3+AC0-7+AC0-01 release 26,
