Vendor,Product,Product Number,Serial Number,MAC,Software,Release Year?,Exclude
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:89:CE,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:89:E3,Software version V6.6.0.1 (080808),,
Lantronix,Universal Device Server,,,00:20:4A:D2:8B:B3,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:8D:FE,Software version V5.9.0.0 (091013) LTX,,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:90:EA,Software version V6.6.0.1 (080808),,
Lantronix,Universal Device Server,,,00:20:4A:D2:92:00,Software version V5.9.0.0 (091013) LTX,,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:97:D7,Software version V6.6.0.1 (080808),,
Lantronix,Universal Device Server,,,00:20:4A:D2:99:4C,Software version V5.9.0.0 (091013) LTX,,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:9A:62,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:A6:35,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:B0:49,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:B0:AD,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:B3:D9,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:B4:7A,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:B4:CB,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:B5:42,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:B6:D4,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:B7:1E,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:BA:9E,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:BB:9B,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:BF:AC,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:CD:2B,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:D2:FB,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:D3:9A,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:D8:5A,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:D9:A8,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:DA:AD,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:DA:CE,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:DC:C5,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:DC:CB,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:DF:6F,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:E1:AE,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D2:E2:E7,Software version V6.6.0.1 (080808),,
Lantronix,Universal Device Server,,,00:20:4A:D2:EA:08,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:EA:D2,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:EB:4B,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:EB:52,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:EB:61,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:EB:64,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:EB:65,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:EB:66,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:EB:72,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:EB:99,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:EB:BE,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:EB:C2,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:EB:C7,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:ED:2F,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:F2:FF,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:F6:19,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:F6:5A,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:FC:B1,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:FC:E4,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:FC:ED,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:FC:F1,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:FD:15,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:FD:2E,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:FD:70,Software version V5.9.0.0 (091013) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:D2:FE:D7,Software version V5.9.0.0 (091013) LTX,,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:02:A1,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:04:8D,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:0C:0B,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:0C:8D,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100+AC0-IAP Device Server,,,00:20:4A:D7:10:84,Software version V6.1.0.3 (060825) UDS1100,,
Lantronix,UDS2100 Device Server,,,00:20:4A:D7:14:D6,Software version V6.5.8.0 (080131),,
Lantronix,UDS2100 Device Server,,,00:20:4A:D7:15:5F,Software version V6.5.8.0 (080131),,
Lantronix,UDS1100+AC0-IAP Device Server,,,00:20:4A:D7:15:FE,Software version V6.1.0.3 (060825) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:1A:1B,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:21:60,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:22:0A,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:25:87,Software version V6.6.0.1 (080808),,
Lantronix,UDS2100 Device Server,,,00:20:4A:D7:26:72,Software version V6.11.0.0 (150508),,
Lantronix,UDS2100 Device Server,,,00:20:4A:D7:26:C4,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:28:35,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:29:BF,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:2A:5F,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:2C:2B,Software version V6.6.0.1 (080808),,
Lantronix,UDS2100 Device Server,,,00:20:4A:D7:3D:D3,Software version V6.5.8.0 (080131),,
Lantronix,UDS2100 Device Server,,,00:20:4A:D7:40:0E,Software version V6.6.0.3 (090116),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:61:D5,Software version V6.6.0.1 (080808),,
Lantronix,UDS2100 Device Server,,,00:20:4A:D7:6B:02,Software version V6.5.8.0 (080131),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:7C:85,Software version V6.6.0.1 (080808),,
Lantronix,UDS2100 Device Server,,,00:20:4A:D7:82:04,Software version V6.6.0.3 (090116),,
Lantronix,UDS2100 Device Server,,,00:20:4A:D7:82:8A,Software version V6.6.0.3 (090116),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:86:28,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:99:45,Software version V6.6.0.1 (080808),,
Lantronix,Demo Server,,,00:20:4A:D7:9F:43,Software version V0.0.9.0 (110331) Delta+AF8-CPK6702+AF8-UDS1100,,
Lantronix,UDS2100 Device Server,,,00:20:4A:D7:A5:4B,Software version V6.7.0.3 (110711),,
Lantronix,UDS2100 Device Server,,,00:20:4A:D7:A5:96,Software version V6.7.0.3 (110711),,
Lantronix,Demo Server,,,00:20:4A:D7:A9:D7,Software version V0.0.9.0 (110331) Delta+AF8-CPK6702+AF8-UDS1100,,
Lantronix,UDS2100 Device Server,,,00:20:4A:D7:AD:62,Software version V6.7.0.3 (110711),,
Lantronix,Demo Server,,,00:20:4A:D7:B1:B7,Software version V0.0.8.0 (110315) Delta+AF8-CPK6702+AF8-UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:B6:44,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:B6:4B,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:B6:96,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:B6:C0,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:B6:C1,Software version V6.6.0.1 (080808),,
Lantronix,UDS2100 Device Server,,,00:20:4A:D7:B8:4F,Software version V6.7.0.3 (110711),,
Lantronix,UDS1100+AC0-IAP Device Server,,,00:20:4A:D7:B9:55,Software version V6.1.0.3 (060825) UDS1100,,
Lantronix,UDS1100+AC0-IAP Device Server,,,00:20:4A:D7:BA:49,Software version V6.1.0.3 (060825) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:C3:D1,Software version V6.6.0.1 (080808),,
Lantronix,Demo Server,,,00:20:4A:D7:CA:84,Software version V0.0.8.0 (110315) Delta+AF8-CPK6702+AF8-UDS1100,,
Lantronix,Demo Server,,,00:20:4A:D7:CB:C5,Software version V0.0.8.0 (110315) Delta+AF8-CPK6702+AF8-UDS1100,,
Lantronix,SDS1101 Device Server,,,00:20:4A:D7:CF:86,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100+AC0-IAP Device Server,,,00:20:4A:D7:D1:2F,Software version V6.1.0.3 (060825) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:D7:D9:E0,Software version V6.6.0.1 (080808),,
Lantronix,Demo Server,,,00:20:4A:D7:DE:4D,Software version V0.0.8.0 (110315) Delta+AF8-CPK6702+AF8-UDS1100,,
Lantronix,Demo Server,,,00:20:4A:D7:DF:3E,Software version V0.0.8.0 (110315) Delta+AF8-CPK6702+AF8-UDS1100,,
Lantronix,Demo Server,,,00:20:4A:D7:E3:64,Software version V0.0.8.0 (110315) Delta+AF8-CPK6702+AF8-UDS1100,,
Lantronix,Demo Server,,,00:20:4A:D8:08:75,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:08:89,Software version V0.0.0.0 (110416) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:08:C6,Software version V0.0.0.0 (110416) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:0A:50,Software version V0.0.0.0 (110416) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:15:83,Software version V0.0.0.0 (120925) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:23:7F,Software version V0.0.0.0 (110416) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:23:8B,Software version V0.0.0.0 (110416) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:23:9D,Software version V0.0.0.0 (110416) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:38:CA,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:39:3A,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:39:58,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:39:72,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:3A:EF,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:59:94,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:7A:D9,Software version V0.0.0.0 (110416) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:7A:DA,Software version V0.0.0.0 (110416) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:7B:07,Software version V0.0.0.0 (110416) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:7B:08,Software version V0.0.0.0 (110416) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:7B:12,Software version V0.0.0.0 (110416) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:7B:1B,Software version V0.0.0.0 (110416) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:7B:20,Software version V0.0.0.0 (110416) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:7B:26,Software version V0.0.0.0 (110416) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:7B:2C,Software version V0.0.0.0 (110416) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:7C:8D,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:A7:EA,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:A8:69,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:A8:6D,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:A9:98,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:C7:5F,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:C7:7E,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:C7:90,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:C7:A5,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:C7:C2,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:C8:90,Software version V0.0.0.0 (120403) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:D3:B7,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:D9:62,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:D8:DE:05,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Lantronix Inc. +AC0- Modbus Bridge,,,00:20:4A:DF:EA:67,Software version 02.4 (080807) XPTEX,,
Lantronix,Demo Server,,,00:20:4A:E0:51:2E,Software version V1.0.0.1 (121031) CPK6501+AF8-XPTEX,,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:00:03,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:00:84,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:01:4C,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:25:4F,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:26:CB,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:28:80,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:29:E7,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:29:F4,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:31:60,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:39:8F,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:39:FB,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:3A:DC,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:3B:CA,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:42:FB,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:46:A0,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:48:43,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:4B:C8,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:4F:75,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:52:ED,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:53:D2,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:56:27,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:56:3D,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:56:B3,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:58:0A,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:58:D0,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:5A:01,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:5A:92,Software version V6.6.0.1 (080808),,
Lantronix,Sielox/Lantronix Network Adaptor,,,00:20:4A:E5:5A:C1,Software version V6.1.15.3 (070305) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:5C:F4,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:65:76,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:6B:06,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:6C:06,Software version V6.8.0.2GCB2 (140116),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:72:4D,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:79:B4,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:79:D7,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:7A:45,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:7A:EB,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:7B:C9,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:7F:5A,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:83:13,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:85:82,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:85:FD,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:87:96,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:87:DE,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:87:F2,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:8B:F8,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:8C:2B,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:8C:FA,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:8E:29,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:8E:F8,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:8F:01,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:8F:4A,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:8F:8C,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:8F:91,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:94:06,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:94:F4,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:95:0D,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:95:37,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:9A:1C,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:9A:6F,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:9A:A3,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:9B:71,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:9D:33,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:9E:4E,Software version V6.11.0.0 (150508),,
Lantronix,UDS2100 Device Server,,,00:20:4A:E5:A3:2F,Software version V6.7.0.3 (110711),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:A4:5F,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:A5:66,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:A5:E4,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:A6:F4,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:A7:BF,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:A8:B1,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:A9:F8,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:AA:2C,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:AD:00,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:AD:07,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:AF:56,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:B0:85,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:B2:7D,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:B2:84,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:B2:86,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:B7:7C,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:B7:99,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:B7:9E,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:BB:A2,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:BC:AF,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:BC:B5,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:BC:BF,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:BD:4A,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:BD:81,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:C0:F3,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:C0:F6,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:C1:5A,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:C2:C7,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:C4:EA,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:CC:1A,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:D1:7F,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:D1:DF,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:D4:C5,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:D5:1B,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:D5:31,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:D5:F2,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:DB:1C,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:DE:3F,Software version V6.6.0.1 (080808),,
Lantronix,UDS2100 Device Server,,,00:20:4A:E5:E0:7E,Software version V6.7.0.3 (110711),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:E1:87,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:E1:89,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:E1:8D,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:E5:E1:8F,Software version V6.6.0.1 (080808),,
