Vendor,Product,Product Number,Serial Number,MAC,Software,Release Year?,Exclude
Lantronix,Demo Server,,,00:20:4A:AB:B7:5E,Software version V0.0.0.0 (081207) CPK6501+AF8-M100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:B9:68,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:B9:A2,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:B9:A5,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:C1:8A,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:C2:08,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:C2:49,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:C2:A9,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:CE:70,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:CE:AD,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:CF:68,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:D8:7F,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:DB:E4,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:DD:2D,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:DF:68,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:E3:DA,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:E9:67,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:EA:86,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:EB:14,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:EB:9C,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:F7:AE,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:FC:21,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:AB:FC:5A,Software version V6.6.0.1 (080808),,
Lantronix,Demo Server,,,00:20:4A:AE:36:39,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:AE:39:B1,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:AE:3F:AE,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:AE:52:F5,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:AE:56:4B,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:AE:56:4E,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:AE:6D:A5,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:AE:6D:BF,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:AF:1E:D4,Software version VASX+AF8-BN0005 (100511) CPK6500+AF8-XPTEX,,
Lantronix,Demo Server,,,00:20:4A:B1:67:84,Software version V0.0.0.0 (100316) CPK6501+AF8-XPTEX,,
Lantronix,Demo Server,,,00:20:4A:B1:68:63,Software version V0.0.0.0 (130628) CPK6501+AF8-XPTEX,,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:07:D1,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:09:36,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:09:A9,Software version V6.5.0.0 (070402),,
Lantronix,UDS2100 Device Server,,,00:20:4A:B2:09:FD,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:0A:E5,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:0B:F3,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:0F:56,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:14:18,Software version V6.5.0.0 (070402),,
Lantronix,SDS1101 Device Server,,,00:20:4A:B2:19:17,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:1B:05,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:1C:74,Software version V6.6.0.1 (080808),,
Lantronix,UDS2100 Device Server,,,00:20:4A:B2:1E:09,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:25:EA,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:26:13,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:32:AF,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:33:EA,Software version V6.6.0.1 (080808),,
Lantronix,UDS2100 Device Server,,,00:20:4A:B2:44:87,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:4F:BC,Software version V6.5.0.0 (070402),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:51:DB,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:52:FF,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:5D:10,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100+AC0-IAP Device Server,,,00:20:4A:B2:5E:0C,Software version V6.1.0.3 (060825) UDS1100,,
Lantronix,UDS2100 Device Server,,,00:20:4A:B2:6D:6B,Software version V6.7.0.3 (110711),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:70:89,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:71:B0,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:72:E5,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:74:4B,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:76:28,Software version V6.6.0.1 (080808),,
Lantronix,UDS2100 Device Server,,,00:20:4A:B2:76:D9,Software version V6.5.0.7 (070807),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:7C:98,Software version V6.6.0.1 (080808),,
Lantronix,UDS2100 Device Server,,,00:20:4A:B2:80:71,Software version V6.6.0.3 (090116),,
Lantronix,UDS2100 Device Server,,,00:20:4A:B2:81:10,Software version V6.6.0.3 (090116),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:84:5A,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:84:FB,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:85:05,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:85:0B,Software version V6.6.0.1 (080808),,
Lantronix,UDS2100 Device Server,,,00:20:4A:B2:8B:49,Software version V6.6.0.3 (090116),,
Lantronix,UDS2100 Device Server,,,00:20:4A:B2:8C:83,Software version V6.6.0.3 (090116),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:8E:FA,Software version V6.6.0.1 (080808),,
Lantronix,UDS2100 Device Server,,,00:20:4A:B2:A0:48,Software version V6.6.0.3 (090116),,
Lantronix,UDS2100 Device Server,,,00:20:4A:B2:A1:69,Software version V6.6.0.3 (090116),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:A1:A6,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:B2:93,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:B2:BB,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:B3:DC,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:B4:2B,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:B5:88,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:C2:7C,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:C8:09,Software version V6.6.0.1 (080808),,
Lantronix,UDS2100 Device Server,,,00:20:4A:B2:CC:2F,Software version V6.6.0.3 (090116),,
Lantronix,UDS2100 Device Server,,,00:20:4A:B2:CD:2A,Software version V6.6.0.3 (090116),,
Lantronix,UDS2100 Device Server,,,00:20:4A:B2:CD:35,Software version V6.6.0.3 (090116),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:D0:62,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:D7:C2,Software version V6.8.0.2 (120710),,
Lantronix,UDS2100 Device Server,,,00:20:4A:B2:D9:5E,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:DA:55,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:DA:62,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:DB:40,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:DE:51,Software version V6.6.0.1 (080808),,
Lantronix,UDS2100 Device Server,,,00:20:4A:B2:E0:BB,Software version V6.6.0.3 (090116),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:E1:9E,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:E8:C0,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:B2:FB:3D,Software version V6.6.0.1 (080808),,
Lantronix,Lantronix Inc. +AC0- Modbus Bridge,,,00:20:4A:B6:4B:FD,Software version 02.4 (080807) XPTEX,,
Lantronix,Demo Server,,,00:20:4A:B6:EF:1E,Software version VASX+AF8-BN0005 (110330) CPK6500+AF8-XPTEX,,
Lantronix,Lantronix Inc. +AC0- Modbus Bridge,,,00:20:4A:B9:C5:1D,Software version 02.4 (080807) XPTEX,,
Lantronix,Lantronix Inc. +AC0- Modbus Bridge,,,00:20:4A:BA:A0:AE,Software version V3.1.0.0 (110426) XPTEX,,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:0D:C4,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:13:15,Software version V6.8.0.2GCB2 (140116),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:16:86,Software version V6.8.0.2 (120710),,
Lantronix,Demo Server,,,00:20:4A:BB:1D:2C,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:22:BD,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:23:C4,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:25:E8,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:31:14,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:33:CA,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:3B:BE,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:3E:23,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:47:4E,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:52:22,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:52:95,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:53:C9,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:55:3F,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:55:4D,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:55:75,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:55:F4,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:57:69,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:59:6E,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:5A:EE,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:5A:F9,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:5F:01,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:5F:22,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:61:00,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:65:E8,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:67:42,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:68:19,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:68:1D,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:68:28,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:69:64,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:69:AF,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:69:BD,Software version V6.8.0.2 (120710),,
Lantronix,Demo Server,,,00:20:4A:BB:6A:9F,Software version V0.0.0.0 (081207) CPK6501+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:BB:6C:BC,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:6D:D0,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:6E:7B,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:6E:86,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:6E:B1,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:6F:A6,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:70:C5,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:71:17,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:71:4F,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:72:DC,Software version V6.8.0.2 (120710),,
Lantronix,Demo Server,,,00:20:4A:BB:73:01,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:BB:73:14,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:BB:73:2B,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:BB:73:3D,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:BB:73:84,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:BB:73:8F,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:BB:73:CC,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,Demo Server,,,00:20:4A:BB:73:D2,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:75:32,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:75:74,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:7C:2B,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:7C:76,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:7E:85,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:7E:B1,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:7E:F0,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:80:47,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:85:80,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:85:99,Software version V6.8.0.0B8 (101007),,
Lantronix,Demo Server,,,00:20:4A:BB:9A:9F,Software version V0.0.0.0 (081207) CPK6501+AF8-M100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:9F:89,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:A0:26,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:A1:93,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:A2:1F,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:A2:F2,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:A4:C6,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:A6:6A,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:A9:7E,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:A9:8C,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:A9:BC,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:A9:C0,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:A9:F2,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:A9:F3,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:A9:F4,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:AA:11,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:AA:4C,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:AA:A8,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:AA:C8,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:AA:D3,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:AA:D5,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:AB:BB,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:B0:39,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:B0:3D,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:B0:4E,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:B0:99,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:B1:16,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:B1:22,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:B1:7F,Software version V6.8.0.0B8 (101007),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:B7:A9,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:B7:B6,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:B8:78,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:B9:03,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:B9:14,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:C0:3B,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:C7:37,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:CA:88,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:CB:15,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:CC:A1,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:DA:E4,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:DC:10,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:DC:E3,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:DE:1E,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:E0:A9,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:E1:20,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:E1:2F,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:E1:99,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:E1:B4,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:E1:C3,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:E1:ED,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:E2:42,Software version V6.6.0.1 (080808),,
Lantronix,Demo Server,,,00:20:4A:BB:E2:58,Software version V0.0.0.0 (091021) CPK6101+AF8-UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:E2:81,Software version V6.6.0.1 (080808),,
Lantronix,Demo Server,,,00:20:4A:BB:E5:CE,Software version V04.0 (040923) CPK+AF8-550+AF8-M100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:E6:87,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:EE:59,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:EE:6E,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:EF:CF,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:F0:9B,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:F0:A1,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:F5:9D,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:FA:97,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:FA:BF,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:FE:54,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:FE:5C,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:FE:63,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:FE:AF,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:FE:B7,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:FE:C7,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:FE:DC,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:BB:FF:91,Software version V6.8.0.2 (120710),,
Lantronix,Demo Server,,,00:20:4A:BF:E0:D0,Software version VSS4X+AF8-BN0001 (100401) CPK6500+AF8-XPTEX,,
Lantronix,UDS2100 Device Server,,,00:20:4A:C1:08:15,Software version V6.6.0.3 (090116),,
Lantronix,UDS2100 Device Server,,,00:20:4A:C1:08:F1,Software version V6.6.0.3 (090116),,
Lantronix,UDS2100 Device Server,,,00:20:4A:C1:09:72,Software version V6.6.0.3 (090116),,
